FillerType,TrialType,Word,Target,Visual1,Visual2,Onset,Offset,Contrast,Phase,final_stop,Left/Right,Order,Filename,CorrectAnswer
R,FL,sin,sin,sin,sing,fricative,nasal,offset,training,,0,106,sin,sin
,FL,lose,lose,loose,lose,liquid,fricative,offset,training,,1,105,lose,lose
,CR,head,head,heck,head,fricative,stop,offset,training,d,1,104,head,head
,FL,clown,clown,clown,clone,stop,nasal,vowel,training,,0,103,clown,clown
,FL,path,path,path,pass,stop,fricative,offset,training,,0,102,path,path
,FL,train,train,chain,train,stop,nasal,onset,training,,1,101,train,train
,CR,look,look,look,luck,liquid,stop,vowel,training,k,0,100,look,look
,FL,though,though,so,though,fricative,vowel,onset,training,,1,99,though,though
R,FL,pies,pies,pies,buys,stop,fricative,onset,training,,0,98,pies,pies
,CR,ride,ride,ride,right,liquid,stop,offset,training,d,0,97,ride,ride
R,FL,peach,peach,peach,beach,stop,affricate,onset,training,,0,96,peach,peach
V,FL,sun,sun,soon,sun,fricative,nasal,vowel,training,,1,95,sun,sun
R,FL,win,win,wing,win,approximant,nasal,offset,training,,1,94,win,win
,CR,need,need,need,neat,nasal,stop,offset,training,d,0,93,need,need
,CR,beg,beg,bed,beg,stop,stop,offset,training,g,1,92,beg,beg
R,FL,seem,seem,seen,seem,fricative,nasal,offset,training,,1,91,seem,seem
,FL,beads,beads,beads,beats,stop,fricative,offset,training,,0,90,beads,beads
,CR,peak,peak,peak,pig,stop,stop,vowel,training,k,0,89,peak,peak
,FL,please,please,fleas,please,stop,fricative,onset,training,,1,88,please,please
,CR,put,put,put,pot,stop,stop,vowel,training,t,0,87,put,put
,CR,said,said,set,said,fricative,stop,offset,training,d,1,86,said,said
R,FL,fool,fool,fool,fall,fricative,liquid,vowel,training,,0,85,fool,fool
,FL,clean,clean,queen,clean,stop,nasal,onset,training,,1,84,clean,clean
,CR,shot,shot,shock,shot,fricative,stop,offset,training,t,1,83,shot,shot
R,FL,tie,tie,tie,die,stop,vowel,onset,training,,0,82,tie,tie
V,FL,some,some,sun,some,fricative,nasal,offset,training,,1,81,some,some
,CR,neat,neat,neat,need,nasal,stop,offset,training,t,0,80,neat,neat
,FL,carve,carve,carve,car,stop,fricative,offset,training,,0,79,carve,carve
R,FL,gone,gone,gone,gown,stop,nasal,vowel,training,,0,78,gone,gone
,CR,pat,pat,pad,pat,stop,stop,offset,training,t,1,77,pat,pat
,FL,fun,fun,fun,phone,fricative,nasal,vowel,training,,0,76,fun,fun
,CR,not,not,not,nod,nasal,stop,offset,training,t,0,75,not,not
R,FL,wing,wing,win,wing,approximant,nasal,offset,training,,1,74,wing,wing
,FL,serve,serve,serve,sir,fricative,fricative,offset,training,,0,73,serve,serve
,CR,good,good,could,good,stop,stop,onset,training,d,1,72,good,good
,CR,dig,dig,dick,dig,stop,stop,offset,training,g,1,71,dig,dig
R,FL,dime,dime,time,dime,stop,nasal,onset,training,,1,70,dime,dime
,FL,curve,curve,curve,curb,stop,fricative,offset,training,,0,69,curve,curve
,CR,wait,wait,wait,wade,approximant,stop,offset,training,t,0,68,wait,wait
,FL,gong,gong,gone,gong,stop,nasal,offset,training,,1,67,gong,gong
,CR,bed,bed,bet,bed,stop,stop,offset,training,d,1,66,bed,bed
R,FL,pull,pull,pull,pool,stop,liquid,vowel,training,,0,65,pull,pull
V,FL,thin,thin,thin,thing,fricative,nasal,offset,training,,0,64,thin,thin
,CR,late,late,laid,late,liquid,stop,offset,training,t,1,63,late,late
,CR,lib,lib,lib,lip,liquid,stop,offset,training,b,0,62,lib,lib
,FL,game,game,came,game,stop,nasal,onset,training,,1,61,game,game
,CR,shout,shout,shout,shot,fricative,stop,vowel,training,t,0,60,shout,shout
V,FL,cores,cores,cores,course,stop,fricative,offset,training,,0,59,cores,cores
V,FL,vein,vein,wane,vein,fricative,nasal,onset,training,,1,58,vein,vein
,CR,bad,bad,bat,bad,stop,stop,offset,training,d,1,57,bad,bad
,FL,rove,rove,rove,robe,liquid,fricative,offset,training,,0,56,rove,rove
,CR,got,got,got,god,stop,stop,offset,training,t,0,55,got,got
V,FL,gum,gum,gun,gum,stop,nasal,offset,training,,1,54,gum,gum
,CR,pet,pet,pet,peck,stop,stop,offset,training,t,0,53,pet,pet
,FL,herds,herds,hers,herds,fricative,fricative,offset,training,,1,52,herds,herds
,CR,night,night,night,neck,nasal,stop,vowel,training,t,0,51,night,night
R,FL,groom,groom,gloom,groom,stop,nasal,onset,training,,1,50,groom,groom
,FL,sends,sends,sense,sends,fricative,fricative,offset,training,,1,49,sends,sends
R,FL,sing,sing,sin,sing,fricative,nasal,offset,training,,1,48,sing,sing
,CR,clock,clock,clog,clock,stop,stop,offset,training,k,1,47,clock,clock
,FL,tomb,tomb,tomb,tune,stop,nasal,offset,training,,0,46,tomb,tomb
,FL,town,town,tone,town,stop,nasal,vowel,training,,1,45,town,town
,CR,lap,lap,lap,lab,liquid,stop,offset,training,p,0,44,lap,lap
,CR,drug,drug,jug,drug,stop,stop,onset,training,g,1,43,drug,drug
,FL,fail,fail,fail,fell,fricative,liquid,vowel,training,,0,42,fail,fail
,CR,cut,cut,cup,cut,stop,stop,offset,training,t,1,41,cut,cut
,FL,bull,bull,ball,bull,stop,liquid,vowel,training,,1,40,bull,bull
,FL,breathe,breathe,breathe,breeze,stop,fricative,offset,training,,0,39,breathe,breathe
,CR,pound,pound,pound,pond,stop,stop,vowel,training,d,0,38,pound,pound
V,FL,pain,pain,pen,pain,stop,nasal,vowel,training,,1,37,pain,pain
,CR,bag,bag,bat,bag,stop,stop,offset,training,g,1,36,bag,bag
,FL,draw,draw,jaw,draw,stop,vowel,onset,training,,1,35,draw,draw
R,FL,ten,ten,ten,tan,stop,nasal,vowel,training,,0,34,ten,ten
,CR,lip,lip,lib,lip,liquid,stop,offset,training,p,1,33,lip,lip
,FL,verve,verve,verve,verb,fricative,fricative,offset,training,,0,32,verve,verve
,CR,mob,mob,mob,mop,nasal,stop,offset,training,b,0,31,mob,mob
R,FL,fall,fall,fall,fool,fricative,liquid,vowel,training,,0,30,fall,fall
,CR,rode,rode,wrote,rode,liquid,stop,offset,training,d,1,29,rode,rode
,CR,sad,sad,sat,sad,fricative,stop,offset,training,d,1,28,sad,sad
R,FL,time,time,time,dime,stop,nasal,onset,training,,0,27,time,time
V,FL,soon,soon,sewn,soon,fricative,nasal,vowel,training,,1,26,soon,soon
,CR,gild,gild,gild,guilt,stop,stop,offset,training,d,0,25,gild,gild
R,FL,gloom,gloom,groom,gloom,stop,nasal,onset,training,,1,24,gloom,gloom
,CR,cop,cop,cop,cob,stop,stop,offset,training,p,0,23,cop,cop
V,FL,gun,gun,gun,gum,stop,nasal,offset,training,,0,22,gun,gun
,FL,tune,tune,tune,tone,stop,nasal,vowel,training,,0,21,tune,tune
,CR,god,god,got,god,stop,stop,offset,training,d,1,20,god,god
,FL,fields,fields,feels,fields,fricative,fricative,offset,training,,1,19,fields,fields
,CR,slide,slide,slight,slide,fricative,stop,offset,training,d,1,18,slide,slide
R,FL,die,die,die,tie,stop,vowel,onset,training,,0,17,die,die
,FL,robes,robes,robes,ropes,liquid,fricative,offset,training,,0,16,robes,robes
R,FL,team,team,teen,team,fricative,nasal,offset,training,,1,15,team,team
,CR,tuck,tuck,tuck,tug,stop,stop,offset,training,k,0,14,tuck,tuck
,FL,live,live,lib,live,liquid,fricative,offset,training,,1,13,live,live
,CR,mop,mop,mob,mop,nasal,stop,offset,training,p,1,12,mop,mop
R,FL,pool,pool,pool,pull,stop,liquid,vowel,training,,0,11,pool,pool
R,FL,teen,teen,teen,team,fricative,nasal,offset,training,,0,10,teen,teen
,CR,hut,hut,hut,hug,fricative,stop,offset,training,t,0,9,hut,hut
V,FL,ram,ram,ran,ram,liquid,nasal,offset,training,,1,8,ram,ram
,CR,sit,sit,sit,sick,fricative,stop,offset,training,t,0,7,sit,sit
,FL,cards,cards,cards,cars,stop,fricative,offset,training,,0,6,cards,cards
,FL,peas,peas,peace,peas,stop,fricative,offset,training,,1,5,peas,peas
,CR,lad,lad,lab,lad,liquid,stop,offset,training,d,1,4,lad,lad
V,FL,thing,thing,thing,sing,fricative,nasal,onset,training,,0,3,thing,thing
,FL,room,room,roam,room,liquid,nasal,vowel,training,,1,2,room,room
R,FL,cane,cane,came,cane,stop,nasal,offset,training,,1,1,cane,cane
,CR,feet,feet,feed,feet,fricative,stop,offset,test1,t,1,32,feet2,feet
R,FL,gave,gave,gave,cave,stop,fricative,onset,test1,,0,31,gave,gave
,CR,bud,bud,bud,but,stop,stop,offset,test1,d,0,30,bud2,bud
R,FL,dune,dune,dune,doom,stop,nasal,offset,test1,,0,29,dune,dune
R,FL,moss,moss,mouse,moss,stop,fricative,vowel,test1,,1,28,moss,moss
R,FL,dune,dune,doom,dune,stop,nasal,offset,test1,,1,27,dune2,dune
,CR,duck,duck,duck,dug,stop,stop,offset,test1,k,0,26,duck2,duck
R,FL,pen,pen,pan,pen,stop,nasal,vowel,test1,,1,25,pen2,pen
R,FL,doom,doom,doom,dune,stop,nasal,offset,test1,,0,24,doom2,doom
,CR,tab,tab,tab,tap,stop,stop,offset,test1,b,0,23,tab2,tab
R,FL,cave,cave,gave,cave,stop,fricative,onset,test1,,1,22,cave,cave
R,FL,wren,wren,wren,ran,liquid,nasal,vowel,test1,,0,21,wren,wren
,CR,dug,dug,duck,dug,stop,stop,offset,test1,g,1,20,dug2,dug
R,FL,mess,mess,mice,mess,nasal,fricative,vowel,test1,,1,19,mess2,mess
R,FL,cave,cave,cave,gave,stop,fricative,onset,test1,,0,18,cave2,cave
R,FL,run,run,rum,run,liquid,nasal,offset,test1,,1,17,run2,run
,CR,sack,sack,sag,sack,fricative,stop,offset,test1,k,1,16,sack2,sack
R,FL,batch,batch,batch,patch,stop,affricate,onset,test1,,0,15,batch,batch
R,FL,run,run,run,rum,liquid,nasal,offset,test1,,0,14,run,run
,CR,feed,feed,feet,feed,fricative,stop,offset,test1,d,1,13,feed2,feed
R,FL,goal,goal,goal,coal,stop,liquid,onset,test1,,0,12,goal2,goal
,CR,robe,robe,robe,rope,liquid,stop,offset,test1,b,0,11,robe2,robe
,CR,sag,sag,sag,sack,fricative,stop,offset,test1,g,0,10,sag2,sag
R,FL,ran,ran,wren,ran,liquid,nasal,vowel,test1,,1,9,ran,ran
R,FL,hone,hone,hone,home,fricative,nasal,offset,test1,,0,8,hone2,hone
,CR,but,but,but,bud,stop,stop,offset,test1,t,0,7,but2,but
R,FL,ran,ran,wren,ran,liquid,nasal,vowel,test1,,1,6,ran2,ran
R,FL,patch,patch,batch,patch,stop,affricate,onset,test1,,1,5,patch2,patch
,CR,tap,tap,tab,tap,stop,stop,offset,test1,p,1,4,tap2,tap
R,FL,gave,gave,gave,cave,stop,fricative,onset,test1,,0,3,gave2,gave
R,FL,pan,pan,pen,pan,stop,nasal,vowel,test1,,1,2,pan,pan
,CR,rope,rope,robe,rope,liquid,stop,offset,test1,p,1,1,rope2,rope
,CR,but,but,bud,but,stop,stop,offset,test2,t,1,32,but,but
R,FL,rum,rum,rum,run,liquid,nasal,offset,test2,,0,31,rum2,rum
R,FL,home,home,hone,home,fricative,nasal,offset,test2,,1,30,home,home
,CR,sack,sack,sack,sag,fricative,stop,offset,test2,k,0,29,sack,sack
R,FL,mess,mess,mess,mice,nasal,fricative,vowel,test2,,0,28,mess,mess
,CR,tab,tab,tap,tab,stop,stop,offset,test2,b,1,27,tab,tab
R,FL,moss,moss,mouse,moss,stop,fricative,vowel,test2,,1,26,moss2,moss
R,FL,coal,coal,coal,goal,stop,liquid,onset,test2,,0,25,coal2,coal
,CR,duck,duck,duck,dug,stop,stop,offset,test2,k,0,24,duck,duck
R,FL,goal,goal,coal,goal,stop,liquid,onset,test2,,1,23,goal,goal
R,FL,wren,wren,wren,ran,liquid,nasal,vowel,test2,,0,22,wren2,wren
R,FL,coal,coal,goal,coal,stop,liquid,onset,test2,,1,21,coal,coal
,CR,dug,dug,duck,dug,stop,stop,offset,test2,g,1,20,dug,dug
R,FL,batch,batch,batch,patch,stop,affricate,onset,test2,,0,19,batch2,batch
R,FL,hone,hone,home,hone,fricative,nasal,offset,test2,,1,18,hone,hone
,CR,bud,bud,bud,but,stop,stop,offset,test2,d,0,17,bud,bud
R,FL,patch,patch,patch,batch,stop,affricate,onset,test2,,0,16,patch,patch
R,FL,pen,pen,pan,pen,stop,nasal,vowel,test2,,1,15,pen,pen
R,FL,mice,mice,mice,mess,nasal,fricative,vowel,test2,,0,14,mice,mice
,CR,rope,rope,rope,robe,liquid,stop,offset,test2,p,0,13,rope,rope
R,FL,mouse,mouse,moss,mouse,nasal,fricative,onset,test2,,1,12,mouse,mouse
,CR,feed,feed,feet,feed,fricative,stop,offset,test2,d,1,11,feed,feed
R,FL,doom,doom,dune,doom,stop,nasal,offset,test2,,1,10,doom,doom
R,FL,pan,pan,pan,pen,stop,nasal,vowel,test2,,0,9,pan2,pan
,CR,sag,sag,sack,sag,fricative,stop,offset,test2,g,1,8,sag,sag
R,FL,home,home,hone,home,fricative,nasal,offset,test2,,1,7,home2,home
,CR,robe,robe,robe,rope,liquid,stop,offset,test2,b,0,6,robe,robe
,CR,tap,tap,tab,tap,stop,stop,offset,test2,p,1,5,tap,tap
R,FL,mice,mice,mice,mess,nasal,fricative,vowel,test2,,0,4,mice2,mice
R,FL,rum,rum,run,rum,liquid,nasal,offset,test2,,1,3,rum,rum
R,FL,mouse,mouse,mouse,moss,nasal,fricative,onset,test2,,0,2,mouse2,mouse
,CR,feet,feet,feet,feed,fricative,stop,offset,test2,t,0,1,feet,feet
