FillerType,TrialType,Word,Target,Visual1,Visual2,Onset,Offset,Contrast,Phase,final_stop,Left/Right,Order,Filename,CorrectAnswer
,FL,train,train,chain,train,stop,nasal,onset,training,,1,30,train,train
,CR,look,look,look,luck,liquid,stop,vowel,training,k,0,31,look,look
,FL,though,though,so,though,fricative,vowel,onset,training,,1,32,though,though
R,FL,pies,pies,pies,buys,stop,fricative,onset,training,,0,33,pies,pies
,CR,ride,ride,ride,right,liquid,stop,offset,training,d,0,34,ride,ride
R,FL,peach,peach,peach,beach,stop,affricate,onset,training,,0,35,peach,peach
V,FL,sun,sun,soon,sun,fricative,nasal,vowel,training,,1,36,sun,sun
R,FL,win,win,wing,win,approximant,nasal,offset,training,,1,37,win,win
,CR,need,need,need,neat,nasal,stop,offset,training,d,0,38,need,need
,CR,beg,beg,bed,beg,stop,stop,offset,training,g,1,39,beg,beg
R,FL,seem,seem,seen,seem,fricative,nasal,offset,training,,1,40,seem,seem
,FL,beads,beads,beads,beats,stop,fricative,offset,training,,0,41,beads,beads
,CR,peak,peak,peak,pig,stop,stop,vowel,training,k,0,42,peak,peak
,FL,please,please,fleas,please,stop,fricative,onset,training,,1,43,please,please
,CR,put,put,put,pot,stop,stop,vowel,training,t,0,44,put,put
,CR,said,said,set,said,fricative,stop,offset,training,d,1,45,said,said
R,FL,fool,fool,fool,fall,fricative,liquid,vowel,training,,0,46,fool,fool
,FL,clean,clean,queen,clean,stop,nasal,onset,training,,1,47,clean,clean
,CR,shot,shot,shock,shot,fricative,stop,offset,training,t,1,48,shot,shot
R,FL,tie,tie,tie,die,stop,vowel,onset,training,,0,49,tie,tie
V,FL,some,some,sun,some,fricative,nasal,offset,training,,1,50,some,some
,CR,neat,neat,neat,need,nasal,stop,offset,training,t,0,51,neat,neat
,FL,carve,carve,carve,car,stop,fricative,offset,training,,0,52,carve,carve
R,FL,gone,gone,gone,gown,stop,nasal,vowel,training,,0,53,gone,gone
,CR,pat,pat,pad,pat,stop,stop,offset,training,t,1,54,pat,pat
,FL,fun,fun,fun,phone,fricative,nasal,vowel,training,,0,55,fun,fun
,CR,not,not,not,nod,nasal,stop,offset,training,t,0,56,not,not
R,FL,wing,wing,win,wing,approximant,nasal,offset,training,,1,57,wing,wing
,FL,serve,serve,serve,sir,fricative,fricative,offset,training,,0,58,serve,serve
,CR,good,good,could,good,stop,stop,onset,training,d,1,59,good,good
,CR,dig,dig,dick,dig,stop,stop,offset,training,g,1,60,dig,dig
R,FL,dime,dime,time,dime,stop,nasal,onset,training,,1,61,dime,dime
,FL,curve,curve,curve,curb,stop,fricative,offset,training,,0,62,curve,curve
,CR,wait,wait,wait,wade,approximant,stop,offset,training,t,0,63,wait,wait
,FL,gong,gong,gone,gong,stop,nasal,offset,training,,1,64,gong,gong
,CR,bed,bed,bet,bed,stop,stop,offset,training,d,1,65,bed,bed
R,FL,pull,pull,pull,pool,stop,liquid,vowel,training,,0,66,pull,pull
V,FL,thin,thin,thin,thing,fricative,nasal,offset,training,,0,67,thin,thin
,CR,late,late,laid,late,liquid,stop,offset,training,t,1,68,late,late
,CR,lib,lib,lib,lip,liquid,stop,offset,training,b,0,69,lib,lib
,FL,game,game,came,game,stop,nasal,onset,training,,1,70,game,game
,CR,shout,shout,shout,shot,fricative,stop,vowel,training,t,0,71,shout,shout
V,FL,cores,cores,cores,course,stop,fricative,offset,training,,0,72,cores,cores
V,FL,vein,vein,wane,vein,fricative,nasal,onset,training,,1,73,vein,vein
,CR,bad,bad,bat,bad,stop,stop,offset,training,d,1,74,bad,bad
,FL,rove,rove,rove,robe,liquid,fricative,offset,training,,0,75,rove,rove
,CR,got,got,got,god,stop,stop,offset,training,t,0,76,got,got
V,FL,gum,gum,gun,gum,stop,nasal,offset,training,,1,77,gum,gum
,CR,pet,pet,pet,peck,stop,stop,offset,training,t,0,78,pet,pet
,FL,herds,herds,hers,herds,fricative,fricative,offset,training,,1,79,herds,herds
,CR,night,night,night,neck,nasal,stop,vowel,training,t,0,80,night,night
R,FL,groom,groom,gloom,groom,stop,nasal,onset,training,,1,81,groom,groom
,FL,sends,sends,sense,sends,fricative,fricative,offset,training,,1,82,sends,sends
R,FL,sing,sing,sin,sing,fricative,nasal,offset,training,,1,83,sing,sing
,CR,clock,clock,clog,clock,stop,stop,offset,training,k,1,84,clock,clock
,FL,tomb,tomb,tomb,tune,stop,nasal,offset,training,,0,85,tomb,tomb
,FL,town,town,tone,town,stop,nasal,vowel,training,,1,86,town,town
,CR,lap,lap,lap,lab,liquid,stop,offset,training,p,0,87,lap,lap
,CR,drug,drug,jug,drug,stop,stop,onset,training,g,1,88,drug,drug
,FL,fail,fail,fail,fell,fricative,liquid,vowel,training,,0,89,fail,fail
,CR,cut,cut,cup,cut,stop,stop,offset,training,t,1,90,cut,cut
,FL,bull,bull,ball,bull,stop,liquid,vowel,training,,1,91,bull,bull
,FL,breathe,breathe,breathe,breeze,stop,fricative,offset,training,,0,92,breathe,breathe
,CR,pound,pound,pound,pond,stop,stop,vowel,training,d,0,93,pound,pound
V,FL,pain,pain,pen,pain,stop,nasal,vowel,training,,1,94,pain,pain
,CR,bag,bag,bat,bag,stop,stop,offset,training,g,1,95,bag,bag
,FL,draw,draw,jaw,draw,stop,vowel,onset,training,,1,96,draw,draw
R,FL,ten,ten,ten,tan,stop,nasal,vowel,training,,0,97,ten,ten
,CR,lip,lip,lib,lip,liquid,stop,offset,training,p,1,98,lip,lip
,FL,verve,verve,verve,verb,fricative,fricative,offset,training,,0,99,verve,verve
,CR,mob,mob,mob,mop,nasal,stop,offset,training,b,0,100,mob,mob
R,FL,fall,fall,fall,fool,fricative,liquid,vowel,training,,0,101,fall,fall
,CR,rode,rode,wrote,rode,liquid,stop,offset,training,d,1,102,rode,rode
,CR,sad,sad,sat,sad,fricative,stop,offset,training,d,1,103,sad,sad
R,FL,time,time,time,dime,stop,nasal,onset,training,,0,104,time,time
V,FL,soon,soon,sewn,soon,fricative,nasal,vowel,training,,1,105,soon,soon
,CR,gild,gild,gild,guilt,stop,stop,offset,training,d,0,106,gild,gild
R,FL,gloom,gloom,groom,gloom,stop,nasal,onset,training,,1,107,gloom,gloom
,CR,cop,cop,cop,cob,stop,stop,offset,training,p,0,108,cop,cop
V,FL,gun,gun,gun,gum,stop,nasal,offset,training,,0,109,gun,gun
,FL,tune,tune,tune,tone,stop,nasal,vowel,training,,0,110,tune,tune
,CR,god,god,got,god,stop,stop,offset,training,d,1,111,god,god
,FL,fields,fields,feels,fields,fricative,fricative,offset,training,,1,112,fields,fields
,CR,slide,slide,slight,slide,fricative,stop,offset,training,d,1,113,slide,slide
R,FL,die,die,die,tie,stop,vowel,onset,training,,0,114,die,die
,FL,robes,robes,robes,ropes,liquid,fricative,offset,training,,0,115,robes,robes
R,FL,team,team,teen,team,fricative,nasal,offset,training,,1,116,team,team
,CR,tuck,tuck,tuck,tug,stop,stop,offset,training,k,0,117,tuck,tuck
,FL,live,live,lib,live,liquid,fricative,offset,training,,1,118,live,live
,CR,mop,mop,mob,mop,nasal,stop,offset,training,p,1,119,mop,mop
R,FL,pool,pool,pool,pull,stop,liquid,vowel,training,,0,120,pool,pool
R,FL,teen,teen,teen,team,fricative,nasal,offset,training,,0,121,teen,teen
,CR,hut,hut,hut,hug,fricative,stop,offset,training,t,0,122,hut,hut
V,FL,ram,ram,ran,ram,liquid,nasal,offset,training,,1,123,ram,ram
,CR,sit,sit,sit,sick,fricative,stop,offset,training,t,0,124,sit,sit
,FL,cards,cards,cards,cars,stop,fricative,offset,training,,0,125,cards,cards
,FL,peas,peas,peace,peas,stop,fricative,offset,training,,1,126,peas,peas
,CR,lad,lad,lab,lad,liquid,stop,offset,training,d,1,127,lad,lad
V,FL,thing,thing,thing,sing,fricative,nasal,onset,training,,0,128,thing,thing
,FL,room,room,roam,room,liquid,nasal,vowel,training,,1,129,room,room
R,FL,cane,cane,came,cane,stop,nasal,offset,training,,1,130,cane,cane
,CR,feet,feet,feed,feet,fricative,stop,offset,test1,t,1,1,feet2,feet
R,FL,gave,gave,gave,cave,stop,fricative,onset,test1,,0,2,gave,gave
,CR,bud,bud,bud,but,stop,stop,offset,test1,d,0,3,bud2,bud
R,FL,dune,dune,dune,doom,stop,nasal,offset,test1,,0,4,dune,dune
R,FL,moss,moss,mouse,moss,stop,fricative,vowel,test1,,1,5,moss,moss
R,FL,dune,dune,doom,dune,stop,nasal,offset,test1,,1,6,dune2,dune
,CR,duck,duck,duck,dug,stop,stop,offset,test1,k,0,7,duck2,duck
R,FL,pen,pen,pan,pen,stop,nasal,vowel,test1,,1,8,pen2,pen
R,FL,doom,doom,doom,dune,stop,nasal,offset,test1,,0,9,doom2,doom
,CR,tab,tab,tab,tap,stop,stop,offset,test1,b,0,10,tab2,tab
R,FL,cave,cave,gave,cave,stop,fricative,onset,test1,,1,11,cave,cave
R,FL,wren,wren,wren,ran,liquid,nasal,vowel,test1,,0,12,wren,wren
,CR,dug,dug,duck,dug,stop,stop,offset,test1,g,1,13,dug2,dug
R,FL,mess,mess,mice,mess,nasal,fricative,vowel,test1,,1,14,mess2,mess
R,FL,cave,cave,cave,gave,stop,fricative,onset,test1,,0,15,cave2,cave
R,FL,run,run,rum,run,liquid,nasal,offset,test1,,1,16,run2,run
,CR,sack,sack,sag,sack,fricative,stop,offset,test1,k,1,17,sack2,sack
R,FL,batch,batch,batch,patch,stop,affricate,onset,test1,,0,18,batch,batch
R,FL,run,run,run,rum,liquid,nasal,offset,test1,,0,19,run,run
,CR,feed,feed,feet,feed,fricative,stop,offset,test1,d,1,20,feed2,feed
R,FL,goal,goal,goal,coal,stop,liquid,onset,test1,,0,21,goal2,goal
,CR,robe,robe,robe,rope,liquid,stop,offset,test1,b,0,22,robe2,robe
,CR,sag,sag,sag,sack,fricative,stop,offset,test1,g,0,23,sag2,sag
R,FL,ran,ran,wren,ran,liquid,nasal,vowel,test1,,1,24,ran,ran
R,FL,hone,hone,hone,home,fricative,nasal,offset,test1,,0,25,hone2,hone
,CR,but,but,but,bud,stop,stop,offset,test1,t,0,26,but2,but
R,FL,ran,ran,wren,ran,liquid,nasal,vowel,test1,,1,27,ran2,ran
R,FL,patch,patch,batch,patch,stop,affricate,onset,test1,,1,28,patch2,patch
,CR,tap,tap,tab,tap,stop,stop,offset,test1,p,1,29,tap2,tap
R,FL,gave,gave,gave,cave,stop,fricative,onset,test1,,0,30,gave2,gave
R,FL,pan,pan,pen,pan,stop,nasal,vowel,test1,,1,31,pan,pan
,CR,rope,rope,robe,rope,liquid,stop,offset,test1,p,1,32,rope2,rope
,CR,but,but,bud,but,stop,stop,offset,test2,t,1,1,but,but
R,FL,rum,rum,rum,run,liquid,nasal,offset,test2,,0,2,rum2,rum
R,FL,home,home,hone,home,fricative,nasal,offset,test2,,1,3,home,home
,CR,sack,sack,sack,sag,fricative,stop,offset,test2,k,0,4,sack,sack
R,FL,mess,mess,mess,mice,nasal,fricative,vowel,test2,,0,5,mess,mess
,CR,tab,tab,tap,tab,stop,stop,offset,test2,b,1,6,tab,tab
R,FL,moss,moss,mouse,moss,stop,fricative,vowel,test2,,1,7,moss2,moss
R,FL,coal,coal,coal,goal,stop,liquid,onset,test2,,0,8,coal2,coal
,CR,duck,duck,duck,dug,stop,stop,offset,test2,k,0,9,duck,duck
R,FL,goal,goal,coal,goal,stop,liquid,onset,test2,,1,10,goal,goal
R,FL,wren,wren,wren,ran,liquid,nasal,vowel,test2,,0,11,wren2,wren
R,FL,coal,coal,goal,coal,stop,liquid,onset,test2,,1,12,coal,coal
,CR,dug,dug,duck,dug,stop,stop,offset,test2,g,1,13,dug,dug
R,FL,batch,batch,batch,patch,stop,affricate,onset,test2,,0,14,batch2,batch
R,FL,hone,hone,home,hone,fricative,nasal,offset,test2,,1,15,hone,hone
,CR,bud,bud,bud,but,stop,stop,offset,test2,d,0,16,bud,bud
R,FL,patch,patch,patch,batch,stop,affricate,onset,test2,,0,17,patch,patch
R,FL,pen,pen,pan,pen,stop,nasal,vowel,test2,,1,18,pen,pen
R,FL,mice,mice,mice,mess,nasal,fricative,vowel,test2,,0,19,mice,mice
,CR,rope,rope,rope,robe,liquid,stop,offset,test2,p,0,20,rope,rope
R,FL,mouse,mouse,moss,mouse,nasal,fricative,onset,test2,,1,21,mouse,mouse
,CR,feed,feed,feet,feed,fricative,stop,offset,test2,d,1,22,feed,feed
R,FL,doom,doom,dune,doom,stop,nasal,offset,test2,,1,23,doom,doom
R,FL,pan,pan,pan,pen,stop,nasal,vowel,test2,,0,24,pan2,pan
,CR,sag,sag,sack,sag,fricative,stop,offset,test2,g,1,25,sag,sag
R,FL,home,home,hone,home,fricative,nasal,offset,test2,,1,26,home2,home
,CR,robe,robe,robe,rope,liquid,stop,offset,test2,b,0,27,robe,robe
,CR,tap,tap,tab,tap,stop,stop,offset,test2,p,1,28,tap,tap
R,FL,mice,mice,mice,mess,nasal,fricative,vowel,test2,,0,29,mice2,mice
R,FL,rum,rum,run,rum,liquid,nasal,offset,test2,,1,30,rum,rum
R,FL,mouse,mouse,mouse,moss,nasal,fricative,onset,test2,,0,31,mouse2,mouse
,CR,feet,feet,feet,feed,fricative,stop,offset,test2,t,0,32,feet,feet
