FillerType,TrialType,Word,Target,Visual1,Visual2,Onset,Offset,Contrast,Phase,final_stop,Left/Right,Order,Filename,CorrectAnswer
,CR,bud,bud,but,bud,stop,stop,offset,test2,d,1,3,bud2,right
R,FL,dune,dune,doom,dune,stop,nasal,offset,test2,,1,4,dune,right
R,FL,moss,moss,moss,mouse,stop,fricative,vowel,test2,,0,5,moss,left
R,FL,dune,dune,dune,doom,stop,nasal,offset,test2,,0,6,dune2,left
,CR,duck,duck,dug,duck,stop,stop,offset,test2,k,1,7,duck2,right
R,FL,pen,pen,pen,pan,stop,nasal,vowel,test2,,0,8,pen2,left
R,FL,doom,doom,dune,doom,stop,nasal,offset,test2,,1,9,doom2,right
,CR,tab,tab,tap,tab,stop,stop,offset,test2,b,1,10,tab2,right
R,FL,cave,cave,cave,gave,stop,fricative,onset,test2,,0,11,cave,left
R,FL,wren,wren,ran,wren,liquid,nasal,vowel,test2,,1,12,wren,right
,CR,dug,dug,dug,duck,stop,stop,offset,test2,g,0,13,dug2,left
R,FL,mess,mess,mess,mice,nasal,fricative,vowel,test2,,0,14,mess2,left
R,FL,cave,cave,gave,cave,stop,fricative,onset,test2,,1,15,cave2,right
R,FL,run,run,run,rum,liquid,nasal,offset,test2,,0,16,run2,left
,CR,sack,sack,sack,sag,fricative,stop,offset,test2,k,0,17,sack2,left
R,FL,batch,batch,patch,batch,stop,affricate,onset,test2,,1,18,batch,right
R,FL,run,run,rum,run,liquid,nasal,offset,test2,,1,19,run,right
,CR,feed,feed,feed,feet,fricative,stop,offset,test2,d,0,20,feed2,left
R,FL,goal,goal,coal,goal,stop,liquid,onset,test2,,1,21,goal2,right
,CR,robe,robe,rope,robe,liquid,stop,offset,test2,b,1,22,robe2,right
,CR,sag,sag,sack,sag,fricative,stop,offset,test2,g,1,23,sag2,right
R,FL,ran,ran,ran,wren,liquid,nasal,vowel,test2,,0,24,ran,left
R,FL,hone,hone,home,hone,fricative,nasal,offset,test2,,1,25,hone2,right
,CR,but,but,bud,but,stop,stop,offset,test2,t,1,26,but2,right
R,FL,ran,ran,ran,wren,liquid,nasal,vowel,test2,,0,27,ran2,left
R,FL,patch,patch,patch,batch,stop,affricate,onset,test2,,0,28,patch2,left
,CR,tap,tap,tap,tab,stop,stop,offset,test2,p,0,29,tap2,left
R,FL,gave,gave,cave,gave,stop,fricative,onset,test2,,1,30,gave2,right
R,FL,pan,pan,pan,pen,stop,nasal,vowel,test2,,0,31,pan,left
,CR,rope,rope,rope,robe,liquid,stop,offset,test2,p,0,32,rope2,left
,CR,but,but,but,bud,stop,stop,offset,test1,t,0,1,but,left
R,FL,rum,rum,run,rum,liquid,nasal,offset,test1,,1,2,rum2,right
R,FL,home,home,home,hone,fricative,nasal,offset,test1,,0,3,home,left
,CR,sack,sack,sag,sack,fricative,stop,offset,test1,k,1,4,sack,right
R,FL,mess,mess,mice,mess,nasal,fricative,vowel,test1,,1,5,mess,right
,CR,tab,tab,tab,tap,stop,stop,offset,test1,b,0,6,tab,left
R,FL,moss,moss,moss,mouse,stop,fricative,vowel,test1,,0,7,moss2,left
R,FL,coal,coal,goal,coal,stop,liquid,onset,test1,,1,8,coal2,right
,CR,duck,duck,dug,duck,stop,stop,offset,test1,k,1,9,duck,right
R,FL,goal,goal,goal,coal,stop,liquid,onset,test1,,0,10,goal,left
R,FL,wren,wren,ran,wren,liquid,nasal,vowel,test1,,1,11,wren2,right
R,FL,coal,coal,coal,goal,stop,liquid,onset,test1,,0,12,coal,left
,CR,dug,dug,dug,duck,stop,stop,offset,test1,g,0,13,dug,left
R,FL,batch,batch,patch,batch,stop,affricate,onset,test1,,1,14,batch2,right
R,FL,hone,hone,hone,home,fricative,nasal,offset,test1,,0,15,hone,left
,CR,bud,bud,but,bud,stop,stop,offset,test1,d,1,16,bud,right
R,FL,patch,patch,batch,patch,stop,affricate,onset,test1,,1,17,patch,right
R,FL,pen,pen,pen,pan,stop,nasal,vowel,test1,,0,18,pen,left
R,FL,mice,mice,mess,mice,nasal,fricative,vowel,test1,,1,19,mice,right
,CR,rope,rope,robe,rope,liquid,stop,offset,test1,p,1,20,rope,right
R,FL,mouse,mouse,mouse,moss,nasal,fricative,onset,test1,,0,21,mouse,left
,CR,feed,feed,feed,feet,fricative,stop,offset,test1,d,0,22,feed,left
R,FL,doom,doom,doom,dune,stop,nasal,offset,test1,,0,23,doom,left
R,FL,pan,pan,pen,pan,stop,nasal,vowel,test1,,1,24,pan2,right
,CR,sag,sag,sag,sack,fricative,stop,offset,test1,g,0,25,sag,left
R,FL,home,home,home,hone,fricative,nasal,offset,test1,,0,26,home2,left
,CR,robe,robe,rope,robe,liquid,stop,offset,test1,b,1,27,robe,right
,CR,tap,tap,tap,tab,stop,stop,offset,test1,p,0,28,tap,left
R,FL,mice,mice,mess,mice,nasal,fricative,vowel,test1,,1,29,mice2,right
R,FL,rum,rum,rum,run,liquid,nasal,offset,test1,,0,30,rum,left
R,FL,mouse,mouse,moss,mouse,nasal,fricative,onset,test1,,1,31,mouse2,right
,CR,feet,feet,feed,feet,fricative,stop,offset,test1,t,1,32,feet,right
